,FA anterior thalamic radiation l,FA anterior thalamic radiation r,FA corticospinal tract l,FA corticospinal tract r,FA cingulum,FA cingulum,FA cingulum,FA cingulum,FA forceps major,FA forceps minor,FA inferior fronto-occipital fasciculus l,FA inferior fronto-occipital fasciculus r,FA inferior longitudinal fasciculus l,FA inferior longitudinal fasciculus r,FA superior longitudinal fasciculus l,FA superior longitudinal fasciculus r,FA uncinate fasciculus l,FA uncinate fasciculus r,FA superior longitudinal fasciculus,FA superior longitudinal fasciculus,0,AD anterior thalamic radiation l,AD anterior thalamic radiation r,AD corticospinal tract l,AD corticospinal tract r,AD cingulum,AD cingulum,AD cingulum,AD cingulum,AD forceps major,AD forceps minor,AD inferior fronto-occipital fasciculus l,AD inferior fronto-occipital fasciculus r,AD inferior longitudinal fasciculus l,AD inferior longitudinal fasciculus r,AD superior longitudinal fasciculus l,AD superior longitudinal fasciculus r,AD uncinate fasciculus l,AD uncinate fasciculus r,AD superior longitudinal fasciculus,AD superior longitudinal fasciculus,0,RD anterior thalamic radiation l,RD anterior thalamic radiation r,RD corticospinal tract l,RD corticospinal tract r,RD cingulum,RD cingulum,RD cingulum,RD cingulum,RD forceps major,RD forceps minor,RD inferior fronto-occipital fasciculus l,RD inferior fronto-occipital fasciculus r,RD inferior longitudinal fasciculus l,RD inferior longitudinal fasciculus r,RD superior longitudinal fasciculus l,RD superior longitudinal fasciculus r,RD uncinate fasciculus l,RD uncinate fasciculus r,RD superior longitudinal fasciculus,RD superior longitudinal fasciculus,0,MD anterior thalamic radiation l,MD anterior thalamic radiation r,MD corticospinal tract l,MD corticospinal tract r,MD cingulum,MD cingulum,MD cingulum,MD cingulum,MD forceps major,MD forceps minor,MD inferior fronto-occipital fasciculus l,MD inferior fronto-occipital fasciculus r,MD inferior longitudinal fasciculus l,MD inferior longitudinal fasciculus r,MD superior longitudinal fasciculus l,MD superior longitudinal fasciculus r,MD uncinate fasciculus l,MD uncinate fasciculus r,MD superior longitudinal fasciculus,MD superior longitudinal fasciculus
0,0.368841231,0.347911447,0.532784164,0.544724941,0.478994846,0.481146395,0.343938142,0.313671261,0.446448356,0.489240825,0.418281794,0.447674155,0.464020848,0.485686541,0.448261678,0.453410089,0.436225474,0.40923667,0.520544946,0.501759648,0,1101.901123,1183.05603,1329.054199,1298.011475,983.9870605,1054.119141,1169.311279,1215.368652,1179.006592,1141.304199,1180.632568,1205.043335,1305.297607,1288.520996,1163.5625,1098.985718,1264.24353,1271.186401,1532.078247,1383.920166,0,753.7589722,687.385376,619.9191284,674.5786133,801.9626465,722.2993164,852.4281616,769.5056152,658.9577637,790.3175049,677.723877,711.972168,669.7619019,749.7769775,638.6442871,737.569397,760.4707031,785.3161621,664.9158936,778.0247803,0,859.7930298,865.9535522,777.3991699,767.9394531,819.8342285,820.3491211,924.0042114,1115.742554,805.378418,875.8979492,849.1243896,852.2480469,859.7452393,878.4085083,801.5148315,781.9949951,899.135376,897.4144287,837.6433716,823.7541504
0,0.396967471,0.379561186,0.590729058,0.58959651,0.485747159,0.441610932,0.319427252,0.301049113,0.528025866,0.511607766,0.428053379,0.431249529,0.441264927,0.437928855,0.489153564,0.490447402,0.359621167,0.382613659,0.506774902,0.538764,0,1143.072632,1140.724854,1545.945313,1504.273193,994.8012695,992.6112671,1066.046021,1109.360229,1252.481201,1196.388428,1216.821289,1179.919189,1141.153687,1164.248535,1133.470093,1120.058105,1132.482178,1134.461792,1226.984619,1224.73877,0,625.7098999,635.3927612,560.2746582,526.6151123,656.9111328,693.8254395,721.173584,714.1313477,582.3404541,597.8323364,621.1043091,621.4638672,657.5797119,623.1706543,593.6107178,559.7028809,778.0494995,770.0018311,571.3627319,492.7944031,0,799.0068359,801.0865479,810.9481812,788.0778198,838.0949707,830.2875977,847.968811,845.9393921,814.8887939,820.5187988,838.5196533,817.3529663,828.0307007,807.4871216,775.4301758,749.819458,905.2606201,892.7080688,775.3653564,752.5097656
0,0.398574024,0.384225696,0.559268832,0.586077273,0.610494971,0.475970387,0.342498839,0.357085466,0.485906869,0.564217806,0.455868691,0.471932918,0.472475946,0.49078697,0.509286642,0.512159884,0.456809223,0.492016971,0.548052609,0.504410148,0,1157.286621,1187.284424,1419.892334,1421.331543,1628.109375,1611.486328,2275.118652,1709.401367,1352.53186,1295.126465,1121.537842,1188.531982,1182.41748,1261.69104,1221.77832,1163.030029,1243.655762,1267.955322,1392.651123,1572.363525,0,686.9927979,612.7982178,579.1428223,621.0725708,783.8322754,600.1773682,1107.465088,783.9729614,657.5613403,602.581665,618.4143066,639.4005127,700.3762207,644.892334,563.2675781,599.0185547,716.2834473,831.3182373,627.8081055,659.6411133,0,994.6675415,754.7529297,799.8740234,774.5731201,894.6984253,827.2901001,1923.365356,1353.985229,1022.265869,786.3543701,812.2939453,797.2027588,855.2327881,816.8049316,772.9786377,751.4674072,920.1535645,911.6181641,838.6394043,835.3251343
0,0.385856658,0.374573231,0.523650289,0.50415206,0.534608364,0.471891552,0.376064092,0.401444793,0.621282339,0.519315064,0.45941481,0.461897165,0.449448258,0.491223216,0.48603946,0.488919854,0.468181968,0.438894182,0.480606645,0.517360449,0,1108.437378,1062.052734,1211.922119,1287.808472,1217.391602,1132.931396,1845.86145,1730.758789,1467.217529,1242.235596,1219.264893,1163.985718,1172.404175,1234.567627,1087.712524,1051.512695,1189.458984,1176.953613,1392.502686,1514.720459,0,589.3504639,611.6483154,520.3724365,514.7001343,585.3702393,604.0800781,689.3773193,662.310791,527.8621826,550.2754517,588.3952637,553.635498,648.3933105,648.2133789,552.2415771,527.8760986,743.0454712,712.1009521,574.4135132,561.7290039,0,760.8609619,765.2311401,739.9312744,747.5687256,751.7772827,774.0935059,823.828064,827.5145264,803.5407715,773.6347656,800.3153076,792.5910034,805.2750244,800.7575073,726.6678467,716.8579712,865.5078125,861.3329468,774.3686523,752.7035522
0,0.351588398,0.330322623,0.450479329,0.506066084,0.406733871,0.435182214,0.345043391,0.352539569,0.44527638,0.5062325,0.446282506,0.451727033,0.46599105,0.483035713,0.404004246,0.381712377,0.412492812,0.415785104,0.483800292,0.413448185,0,1119.799561,1123.510986,1317.269531,1353.011353,1108.753296,1193.728271,1239.135498,1233.082031,1145.30896,1196.339966,1228.430176,1237.244263,1339.358521,1376.910034,1143.591187,1112.037598,1285.502563,1445.446411,1448.983032,1523.728027,0,671.8720093,693.2550049,633.1616211,597.8375244,698.3122559,696.8006592,832.0261841,819.6102295,675.9250488,635.7768555,654.059021,657.7366943,681.3283081,667.4019775,648.376709,622.3779907,761.7454834,801.1901855,588.0234985,590.5137939,0,813.3088989,815.5911865,819.9995728,828.0473633,839.4575195,808.0358276,1060.347412,1138.918579,924.5291138,849.9827271,857.5232544,863.9706421,854.7926025,827.7315063,812.6442261,797.4763184,919.4237061,938.029541,868.2240601,883.6812134
0,0.416472018,0.379793644,0.534214735,0.542934477,0.493205369,0.427542955,0.377229422,0.318988085,0.60387522,0.503575206,0.461550802,0.481954098,0.448069572,0.440805078,0.478419513,0.410134226,0.48413527,0.40472424,0.471739799,0.497991264,0,1119.936035,1274.338379,1234.563965,1422.354614,1156.198486,1444.638184,1411.347534,2199.799316,1297.519531,1263.348511,1173.372437,1213.310303,1120.96936,1164.068726,1090.462036,1095.305176,1215.369141,1235.940552,1137.114014,1472.498047,0,628.2753906,679.6075439,613.3416748,527.9935303,627.3144531,722.4089355,761.4735718,761.7115479,540.1456299,724.4099121,635.4822998,610.5726929,660.1864624,647.8550415,582.8494873,576.5403442,736.7988281,796.947876,563.3370972,556.524292,0,820.4502563,854.8150024,862.8734131,830.4016113,770.197937,881.2056274,1230.131348,1680.062622,805.8259277,849.1375732,824.5993652,805.6477661,815.6188965,813.3521118,791.5065308,749.4112549,869.4929199,928.3814697,846.0964355,835.303833
0,0.44620809,0.423174798,0.533205986,0.543842435,0.515888512,0.513180256,0.339998096,0.40110299,0.513720512,0.50857842,0.412290543,0.453224599,0.502069414,0.497714937,0.479165614,0.499265462,0.436097175,0.442988127,0.493465871,0.455738813,0,1081.655396,1159.708252,1239.307617,1229.244141,999.3527832,1087.606934,1076.141846,1169.477661,1372.624878,1289.991699,1167.441895,1225.977295,1279.690918,1265.936523,1163.869507,1145.682251,1123.156128,1201.68042,1536.510376,1447.723389,0,552.0014648,592.6825562,519.3261108,522.335083,623.5194092,634.8394165,655.2709961,607.2885742,593.4005127,588.3533325,609.6011963,599.0904541,635.9438477,614.8995972,570.3059692,536.0238037,668.5438843,703.5750122,576.5922241,469.3994751,0,743.236145,778.4561157,736.1572266,746.0581055,780.09021,750.2781372,800.9437866,795.3838501,819.2666626,806.529541,809.1087646,800.7453613,812.8101807,800.020752,741.5706787,733.6454468,815.6880493,841.7788086,778.0854492,733.3676147
0,0.393515319,0.356344402,0.528728843,0.534858227,0.479300976,0.423770308,0.396913588,0.371572316,0.424202055,0.560273767,0.427898079,0.438295543,0.445589483,0.441402256,0.43682906,0.476598173,0.36785996,0.412129819,0.525353253,0.400990427,0,1138.921387,1083.995483,1345.915039,1451.743042,1068.060791,1057.470825,1316.820557,1091.922363,1260.883667,1421.319946,1280.75647,1317.919556,1358.219238,1357.121704,1203.518555,1217.909668,1265.498901,1278.616943,1645.721924,1609.548828,0,639.869751,664.3546143,562.4143066,568.9891357,664.8327026,716.8067017,747.3912964,712.9663086,690.921875,588.130127,651.2133789,652.6326904,711.4321899,712.7449951,663.3972778,587.7567139,792.0693359,749.0637817,667.8747559,655.3026733,0,814.7350464,824.6502075,795.6162109,799.9660645,813.5644531,789.739502,892.3603516,885.4807129,889.0664063,832.1047974,871.8435059,878.7266846,888.8474121,898.7721558,818.2123413,791.0678711,917.8605347,904.3530273,877.8153076,846.3049927
0,0.403403282,0.378825188,0.515047491,0.546911836,0.498780012,0.46516186,0.306935012,0.402586699,0.389447123,0.54231292,0.427940458,0.464328796,0.424801201,0.49026534,0.425256371,0.468459785,0.407200038,0.377898395,0.545959115,0.499180943,0,1089.118896,1131.16272,1302.201172,1354.267334,1030.740112,1021.727417,1115.8479,1208.569092,1115.463013,1122.231934,1242.610962,1244.333862,1191.565186,1263.963501,1112.928223,1102.015747,1100.626099,1323.80249,1210.11792,1455.287354,0,604.3137817,636.2634277,537.2044678,531.9278564,673.7468262,662.6768799,697.7451172,656.3720703,664.8488159,603.1674194,639.6137695,596.4060059,665.166687,631.1009521,607.1984863,573.6768799,805.1228027,1019.055847,477.2446594,545.053833,0,776.0900269,792.1165771,766.5209351,777.8945313,804.8108521,805.7947388,828.1843872,828.3706665,825.5957031,812.4592285,827.6424561,817.1838379,826.2451172,823.9685669,772.5322876,756.5898438,877.906311,1104.87439,775.1095581,784.7592773
0,0.4097642,0.37338534,0.544132173,0.543328524,0.522115946,0.468972027,0.419642866,0.432094395,0.541263342,0.599205256,0.508327127,0.489051342,0.460279673,0.444680154,0.486406177,0.432064533,0.512988508,0.464088917,0.467442274,0.502142251,0,1102.503784,1087.82959,1226.103027,1261.073364,1291.056641,1289.997314,1640.495239,1339.629761,1428.248413,1253.501953,1200.643066,1188.399658,1142.542847,1168.180908,1174.75293,1117.070313,1137.477295,1333.509033,1113.205566,1377.420166,0,573.5695801,618.4530029,543.6014404,539.5453491,553.4542236,626.5879517,683.7814941,690.684082,568.2744141,505.3754272,585.6236572,585.3184814,634.838562,646.5053711,583.1056519,570.6270142,683.2908936,770.2667236,569.6174316,544.3531494,0,755.4555664,766.7254639,752.3986206,765.9152832,765.7617188,764.0842896,1367.781494,944.1854248,885.2858887,756.7261353,794.8319702,790.6467896,823.1991577,817.9650269,780.3327026,760.6060791,835.3545532,862.9362183,786.9941406,793.5906372
0,0.428215265,0.390489221,0.501813352,0.49575147,0.579952598,0.601698816,0.460057825,0.476978153,0.571299613,0.554437399,0.463267505,0.444920242,0.509749711,0.498506486,0.485405177,0.457503498,0.453469992,0.419842005,0.509045243,0.454194009,0,1065.867554,1133.612061,1215.794312,1247.86792,996.1018066,991.2492676,1085.122559,1111.65271,1249.187134,1096.584473,1188.678955,1185.783447,1157.608398,1221.565918,1032.781738,1039.241577,1104.985107,1351.599121,1158.915039,1129.947998,0,643.6588745,679.0297852,608.2939453,570.1724243,766.0128174,798.3374023,711.7227173,754.3581543,538.2141113,680.4640503,627.3860474,604.0695801,598.8592529,615.0079346,621.2012329,633.4899292,761.713501,861.6600342,511.6686096,546.9448853,0,751.1759644,806.065918,770.3193359,757.1720581,839.4190063,851.9464722,824.7706909,858.0784302,798.6694336,805.210144,821.1502686,799.4489746,789.9512329,804.505188,755.2415771,750.5553589,857.7857666,926.5917358,758.2241821,742.5031738
0,0.400243312,0.372870356,0.509932995,0.5152542,0.501029491,0.483302861,0.386234879,0.396278411,0.502378166,0.561054051,0.457945615,0.456574142,0.445049942,0.494205445,0.432455838,0.467120022,0.450236201,0.465071708,0.396802038,0.413811147,0,1207.744873,1470.754272,1414.446777,1295.081055,1222.259766,1548.161255,1435.651489,1755.827271,1302.834229,1214.886475,1209.850098,1346.766968,1254.916626,1313.599487,1160.743286,1147.566406,1236.813354,1303.778931,1603.213623,1596.220947,0,725.7026978,858.0942993,680.4450684,657.3927002,654.6378174,755.1032715,861.4061279,1015.192993,777.7836304,779.0128174,768.6855469,726.5147095,757.2228394,767.309021,695.9216309,647.3057251,797.0272217,769.9364014,745.8304443,776.1708984,0,849.5217285,980.6380005,840.3655396,834.6328735,778.1364136,928.0797729,983.2832031,1373.218384,906.5897217,889.0501709,879.8209839,870.2805176,870.6357422,872.0576172,828.7392578,788.0239868,931.7668457,993.2908936,846.5496216,981.6929932
0,0.412610143,0.366774589,0.518645525,0.515760601,0.516316891,0.494900674,0.311644047,0.337340921,0.404183567,0.505254269,0.473055482,0.468883604,0.461453706,0.467607021,0.476740867,0.489551365,0.343286574,0.310420066,0.419755369,0.426012546,0,1142.140259,1117.149414,1348.380493,1265.59021,1077.791748,1087.050049,1250.937988,1354.095825,1147.447021,1121.340332,1203.165283,1211.556152,1180.051392,1147.542603,1159.94165,1112.24939,1257.682861,1266.453857,1307.135986,1487.955078,0,616.550415,661.1500244,563.2154541,557.2723389,633.8259888,677.4403687,696.3594971,729.6414795,654.6363525,596.7156372,613.5585327,602.4780273,640.7255859,641.1768799,580.0770874,544.0090332,839.3657837,839.4702148,603.1206055,562.3747559,0,800.1069336,818.659668,764.668457,764.4290161,807.8278809,797.7733765,851.9421387,844.4702759,819.9433594,813.9400635,828.6125488,822.6276245,820.0513916,819.3726807,764.0238647,745.4047852,942.7654419,948.0490112,778.9636841,784.9025269
0,0.330352724,0.297913671,0.493309736,0.47750774,0.308771223,0.244082898,0.330887675,0.191274539,0.531701326,0.452624947,0.348739147,0.328725815,0.348511249,0.235825345,0.36814183,0.36786744,0.234702796,0.198715001,0.5412817,0.410712183,0,1155.905396,1371.266357,1338.419312,1268.76416,1301.862183,1567.556519,1507.946045,1326.312256,1158.275146,1222.47998,1192.655518,1212.885132,1121.905884,1070.255249,1150.089844,1235.19812,1217.609497,1118.237061,1225.046875,1355.343506,0,730.3619385,756.1409912,665.7640991,657.9395142,756.2119141,760.3075562,1390.755615,1064.315552,774.6676636,740.4718018,802.7131958,761.1882324,774.6318359,782.7567139,723.5195313,724.9120483,856.8187256,876.4154053,744.6339111,730.2946777,0,876.3830566,971.8179932,893.1955566,885.1196289,855.9570313,974.0563965,1127.456665,1159.328491,892.5547485,954.5106812,917.3812866,902.0809937,870.2827759,868.68396,864.3431396,870.6953735,980.9139404,931.2399902,836.6147461,858.1685181
0,0.442302555,0.368883967,0.528332353,0.511037529,0.541436315,0.596925914,0.325910777,0.334670067,0.43016091,0.57082355,0.482858896,0.464706928,0.449420482,0.48464188,0.518299937,0.498216271,0.464941233,0.435048729,0.420030832,0.4959023,0,1001.065308,1031.378418,1198.299072,1247.531494,1186.484253,1379.615723,1263.72229,1150.828857,1120.56665,1218.597046,1141.709351,1145.106445,1090.540649,1136.550537,1141.117065,1101.420532,1142.183228,1144.549072,1447.783447,1495.458862,0,561.6386719,592.493103,516.4804077,531.7819824,598.3571777,584.7519531,701.7854614,752.0948486,644.5740967,519.0542603,556.0026855,565.0891113,628.6426392,609.7046509,535.8190308,561.864624,693.8345337,683.9935913,593.2231445,448.6361084,0,734.7766113,747.1762695,729.7746582,747.9672241,771.9058838,777.9603882,811.1204224,841.7559204,813.958252,771.3813477,776.2958984,783.4995117,796.4916992,808.6065674,733.4450684,764.0495605,834.5991821,819.9363403,747.7749634,746.5571289
0,0.349241793,0.356882662,0.504389584,0.570661545,0.499954998,0.502951562,0.313141406,0.285126507,0.465899825,0.576929748,0.495781541,0.479822963,0.404944837,0.418007076,0.460205436,0.44808501,0.501491845,0.42365545,0.412569195,0.435294032,0,1090.050537,1092.006836,1397.943726,1472.15918,1200.295166,1253.242065,2270.057129,1356.651611,1393.804321,1228.746948,1154.483154,1186.038574,1151.21106,1145.457275,1152.328247,1159.108154,1192.927612,1395.6521,1445.553711,1599.440674,0,664.7075195,678.010437,590.2961426,560.069458,667.3830566,645.4860229,726.5305176,752.6821899,610.4608154,560.8156738,654.7113647,639.2467651,688.3679199,675.8707886,596.0898438,589.7020874,842.1433105,827.1167603,601.6486816,568.2744141,0,803.8292236,816.8206177,786.3092651,805.7560425,830.4342041,797.8606567,865.4197998,858.9064331,827.1386719,809.793335,835.3417358,829.1307983,823.9863281,811.8726807,768.8432007,764.8444824,957.09375,1014.538025,795.5952759,792.4923096
0,0.283559501,0.279264361,0.336500347,0.322116882,0.150699779,0.145993993,0.256686181,0.179963589,0.376312315,0.330666751,0.217252731,0.264039874,0.18885833,0.202649087,0.1594529,0.143987447,0.197679803,0.208533615,0.50708729,0.426532418,0,1219.847412,1423.656006,1281.699219,1274.544434,1149.32373,1209.148926,1817.840332,1521.575439,1137.260742,1169.630859,1174.651978,1172.341431,1103.436401,1063.411377,1135.640625,1134.856812,1191.710205,1135.488037,1298.193848,1572.738037,0,769.1068726,774.1044922,755.9604492,666.1234131,1148.292358,921.7338257,854.0732422,997.1899414,731.5083618,782.5026855,710.9234619,728.1518555,779.4072266,749.6369629,869.7598877,954.9533691,833.7792969,817.835083,762.4051514,716.897583,0,866.6627197,906.3635864,871.0709229,857.5305786,934.6604004,1083.177246,1083.776367,1197.799194,861.5505981,873.1735229,861.9302368,858.5383301,876.3752441,863.4304199,894.1994019,983.2800293,891.8449097,902.0064697,844.6600342,825.3884888
0,0.189277664,0.213174671,0.292705297,0.266967535,0.284528553,0.234919548,0.323604017,0.389771581,0.39111653,0.185290396,0.174151078,0.239259154,0.176538512,0.245287418,0.186650038,0.233308822,0.138409168,nan,0.137871385,0.299972385,0,1477.149902,1341.127075,1121.437988,1129.460205,1164.057617,1884.475464,nan,nan,1062.565674,1055.004883,1281.182983,971.0771484,1256.244995,1025.96521,1014.323853,1094.677734,nan,nan,nan,1003.260803,0,974.5678711,988.0732422,670.463501,712.6834717,780.3389893,776.2382813,654.80896,655.4202881,570.3748779,791.050354,796.3696899,638.7353516,766.8605957,679.7601318,743.9549561,707.6870117,nan,nan,947.503479,685.9967041,0,1112.933716,1165.976074,836.0331421,857.0303345,927.1017456,991.1464233,nan,nan,733.0232544,867.2434692,950.513916,960.6620483,828.7539063,712.6253052,827.7808838,847.7821045,nan,nan,760.2125854,737.9834595
0,0.27353099,0.262970924,0.291727841,0.232699394,0.180548966,0.189804479,0.193629622,0.212603986,0.336989522,0.23465082,0.238510832,0.280955195,0.1991909,0.19875899,0.180136621,0.16391024,0.167657435,0.177903846,0.214584887,0.364373952,0,1153.227295,1207.612915,1280.52356,1219.82251,1091.080078,1150.337891,1229.115967,1290.123413,1277.91626,1111.75,1133.713623,1160.751343,1059.376343,1039.566406,1158.557129,1225.024292,1192.892578,1129.231445,1180.042236,1138.053833,0,729.4656982,752.0447388,709.1868896,692.3203125,857.8840332,937.0040283,829.4638062,755.8987427,683.5157471,785.3193359,720.7370605,716.1151733,770.9031372,764.0959473,820.0826416,967.5356445,819.7653198,875.3664551,641.3156738,567.6854248,0,834.8933105,862.0368652,809.6654663,809.0422363,950.3870239,1020.368347,1036.227173,870.5007324,822.0810547,875.7312012,856.2776489,856.8739014,846.3048096,852.0333862,862.4679565,1132.437256,902.7220459,885.1940918,774.0855713,778.3425903
0,0.230673194,0.229163751,0.264537007,0.266427726,0.255202174,0.111954331,0.187033698,0.291931987,0.242489323,0.258299738,0.185572624,0.263353169,0.183365196,0.247031406,0.166290641,0.1723838,0.147062063,0.128844902,0.165540576,0.21946691,0,1089.76001,1209.983521,1081.506348,1144.640625,1058.036621,977.6080933,1306.792236,1420.609619,1004.07489,1114.006348,1030.750488,1109.583008,1061.202271,976.9903564,983.607666,1007.753906,993.338501,1380.00769,979.8408813,1037.560059,0,738.9241943,797.0460205,700.7619629,677.6397705,776.0528564,806.2617188,831.8289795,719.4482422,700.916687,762.3838501,775.3891602,792.9066772,812.8027954,702.734375,796.0162964,809.868042,806.7027588,874.2088623,769.6741943,735.2731934,0,837.1067505,942.8893433,789.1813965,799.4905396,835.4453125,1128.5271,1328.763184,1072.337158,798.1052856,871.043457,872.6843262,874.3488159,915.9642334,761.3657227,841.5731812,831.0473633,940.7982788,931.0742188,803.9281616,833.735168
